Class,R_10,R_8,R_6,G_10,G_8,G_6,B_10,B_8,B_6
Sn2,187.8141384,81.40986712,132.7266444,188.5902359,95.5423046,144.342316,141.3696221,138.7690175,159.1197871
Sn2,183.8375391,76.32316094,132.3177152,183.7383741,95.16156834,145.4821094,141.1537982,138.9455889,158.0764632
Sn2,191.1038435,84.29064964,125.4564416,185.4682813,103.9966813,144.3773333,135.4485916,142.3137873,158.6807248
Sn2,183.7504865,75.39525904,132.9184521,185.5337043,97.22766899,152.0477656,139.216624,135.894594,162.1195011
Sn2,192.1241725,77.98903088,127.4111062,188.1919959,103.1699729,144.4835436,134.7673515,140.8091102,162.3540371
Sn2,186.4490909,83.58550869,126.0200866,181.4924074,96.07515399,147.4202568,139.1958817,136.7135172,163.4810582
Sn2,186.9876171,75.72301844,133.7010639,181.6635267,99.55361446,147.7208488,137.5690064,142.3038889,157.9875278
Sn2,187.4897732,77.08109119,132.6791967,188.9880872,101.7510743,147.2522168,136.9554831,142.8333623,164.4232588
Sn2,189.9875667,84.26981917,132.6002122,184.6200645,102.3237567,150.5084907,138.599483,138.7520028,160.0851965
Sn2,190.9752033,79.93980544,133.1406698,187.6977189,103.6989938,150.3851417,138.2107223,138.0543939,161.3335136
Al3,149.0963351,159.4392011,149.4890531,151.5166784,158.1704374,154.5154684,158.8970098,155.2304483,151.3001288
Al3,158.3696465,157.1918121,154.6263771,156.4715923,158.0501008,157.8405203,157.215585,158.4759832,152.2030879
Al3,158.4698251,156.7785687,149.6877653,159.8037253,156.5140729,151.3673699,158.8142268,162.6359751,151.6524615
Al3,151.2541374,160.5234734,158.2883476,156.5333013,161.1216698,156.2729833,155.9653756,159.5586583,148.8789004
Al3,151.772746,156.7944236,158.8528708,158.8245635,158.0421646,150.7370074,154.301729,155.3186324,152.4109185
Al3,158.0892151,155.8639213,151.1287572,157.7225223,162.2967769,149.8023583,154.7924415,159.5821546,152.4135015
Al3,158.0506571,158.8816506,152.4592996,160.181199,160.6830652,156.5737792,155.731229,155.0327462,152.7966379
Al3,157.1305801,156.4017635,157.0237476,158.5017461,163.4479977,155.89437,159.3277192,158.3541626,154.0902908
Al3,158.3916808,158.6674204,153.7161147,157.4777502,162.1974626,149.8125726,155.9978062,157.2092565,154.2946524
Al3,151.6663115,158.2397846,156.5478612,154.0645898,163.2490609,151.687646,156.7062444,158.6476037,154.3072454
Al3,149.2087335,151.7388246,153.4035752,151.8645502,163.2303298,153.0306301,154.5576798,161.8321312,156.0850931
Al3,158.1078851,157.6802268,152.3950842,151.0102923,159.5199317,155.3863122,157.6895566,157.3644264,150.8435944
Al3,155.8827023,156.3020355,150.1941974,157.8982568,156.6725501,153.1696738,161.9271584,156.6167992,148.1363544
Al3,151.4692685,159.0858057,152.6525519,155.266704,156.176119,153.5046849,161.676157,160.9074453,152.5714832
Al3,149.0235149,151.2921438,156.606501,154.4419433,161.3837865,156.3904134,161.2362841,160.1321852,151.9836951
Al3,156.5317158,152.0174129,155.4884045,156.053428,161.2398701,155.9816084,159.9627657,162.3203087,155.5218287
Al3,149.6983409,155.1264104,155.6141595,153.2085512,164.2917614,149.3457378,160.7293949,153.9132041,156.8315451
Al3,150.9691846,156.0501936,157.9131474,159.4496193,158.3952103,154.1494634,153.6663787,158.7397545,150.7278703
Al3,157.3240279,151.6257455,152.1982493,159.8089204,156.5418155,149.2984804,159.5462264,159.4097999,149.1812489
Al3,156.6950695,153.7805766,153.7537226,151.0788936,157.0621891,153.4622905,161.431325,162.978518,157.5983274
Al3,151.9267271,151.3252287,149.8569219,155.8753896,160.2252317,152.9035813,159.5361684,161.3856571,148.2570724
Al3,151.8091703,158.297286,151.6186262,155.0900627,159.8256355,149.8360579,160.3362241,156.1060259,153.8021504
Al3,153.5524368,153.0973002,158.966568,151.6458473,157.4451554,157.1795088,156.5679471,156.2818642,152.259917
Al3,154.9760573,152.7233334,150.3735651,152.7464537,164.5389012,155.9974312,154.5319982,156.6878852,152.1431639
Al3,149.8931365,155.5325748,158.8988759,159.636661,164.1561497,149.067156,153.3076465,154.8204389,153.0947389
Al3,151.4896327,157.4046829,149.6389016,154.2003556,158.4514552,155.2003817,159.0902922,157.8523372,153.5773344
Al3,151.2551511,159.7184027,150.5965612,156.4272111,156.2495487,156.41542,156.9826165,158.5781207,149.3368212
Al3,149.7483994,153.0977409,151.0403254,159.5620794,161.1318751,153.7608043,153.7173625,159.5723939,149.6383348
Al3,150.1306171,152.2490208,158.8271578,152.2141145,162.8737571,149.9150372,156.4115059,161.5794037,153.2824401
Al3,154.5113315,155.4839771,151.9893807,151.9931139,155.136388,152.8895697,160.8655436,154.2765522,154.8518902
Al3,151.7428444,159.9753858,156.150972,151.7342216,163.2052169,152.066656,156.3503628,153.3792596,155.4278932
Al3,153.6702642,151.0027293,152.4966798,156.9592103,159.204746,157.7484985,159.3830784,162.2223307,156.9965562
Al3,156.0843175,157.9605947,149.0010987,159.9931457,162.7526109,157.3036691,160.2442734,154.3304026,157.4619375
Al3,149.8106143,158.2006039,150.1288507,152.2626812,161.9902506,153.1054576,161.4634472,157.6297341,152.3526216
Al3,151.3878957,159.0333309,157.4966369,154.6030743,156.0587007,157.4676737,156.915766,156.4714738,152.5986864
Al3,156.7645028,154.2777011,156.8400955,152.5556668,164.4731076,155.1991893,156.4363112,159.7022421,157.3862077
Al3,158.0691004,154.0239021,156.1368814,160.8065057,159.704483,155.985417,157.895917,159.3337728,155.9738032
Al3,156.7190894,159.7564575,157.7837873,154.8900769,155.0754104,156.1841647,160.3426768,155.1125059,157.172513
Al3,156.0127525,154.662338,149.067348,154.4269558,161.9170076,156.26464,153.7270338,156.1517785,150.7493476
Al3,156.338031,159.2451846,157.791335,153.640844,157.4895487,152.4978174,156.4300432,158.5761113,152.5699364
Al3,155.3316598,157.2368561,158.3818189,160.6459098,162.8861987,154.813185,154.6243984,161.8407771,150.7342779
Al3,149.7391476,157.5973607,152.7755783,157.6867387,163.1221475,151.9633879,158.2138526,162.0181195,150.3202028
Al3,154.3423707,155.9444735,154.0839108,158.1944319,158.7524742,157.7059632,158.0047385,157.1195059,150.7631586
Al3,152.4183651,157.538934,149.5137034,157.6473098,164.8615059,155.2372378,154.2427284,161.3580195,150.4124023
Al3,157.2363859,151.7149905,155.9636553,152.7122954,161.8761124,158.6286077,152.4692255,158.7273757,156.3594398
Al3,151.9471769,157.1194591,152.6951453,153.9233124,158.9336281,151.2459025,158.2786751,158.066944,150.2363068
Al3,151.7895337,155.144041,150.9610355,158.3470426,155.0328531,157.2254488,153.324357,156.2958776,149.3632631
Al3,154.6691661,155.5260509,155.1934962,158.1478498,158.2161988,149.8972726,153.9511634,160.1452531,153.4160909
Al3,153.7194845,153.1758123,155.4645906,152.6030928,159.5283653,158.7778251,154.5001983,156.1632215,157.0767659
Al3,157.8305736,151.2605991,158.7317007,160.575767,156.1516425,152.7074176,156.8290888,160.9086239,156.6671595
Al3,149.8649989,158.0899545,149.4351327,152.954173,160.6537616,155.8676437,156.1744758,158.1274298,151.2571597
Al3,158.4230776,151.2151918,156.8094025,160.7513573,158.2435956,155.8293058,159.580245,160.9383076,152.9707966
Al3,149.2116173,155.1471349,155.7409988,151.0175423,155.134448,152.454527,158.391279,159.4808731,153.2311876
Al3,153.3087862,153.1417639,157.2576343,156.1721825,164.2230198,158.1123253,155.8489317,160.1688697,149.4205854
Al3,152.8981803,151.5649884,158.6136653,154.2304755,161.8526633,153.6425716,155.082173,160.8769708,151.2093678
Al3,153.2354518,151.3018848,154.9189916,160.780437,161.6789271,156.1471609,159.5775336,157.4987443,157.004003
Al3,154.1992081,152.7259507,149.3335505,160.2177299,162.8103222,153.1142583,154.3043805,156.5197057,151.7079849
Al3,153.4428971,155.8706259,154.620502,153.9951441,162.3573284,155.3879769,155.7368301,154.0753269,154.8767293
Al3,149.62774,151.3291859,152.5400383,152.8145132,160.359167,156.3617707,155.1416766,161.9418892,155.4685992
Al3,150.8767854,152.5490422,151.5431016,157.5327789,158.4819296,155.4838614,155.8851983,156.4951733,154.8062148
Al3,157.0353589,157.7305466,150.3594466,152.3007175,161.0785489,150.3623497,160.5560776,162.4620348,157.2916424
Al3,150.5954146,152.9589165,151.0832426,151.2126383,155.6239859,153.4522822,156.427545,161.8907656,152.154197
Al3,150.8578846,156.0024794,154.800629,158.2821165,156.6290251,150.8056177,154.0404283,153.1138668,155.789205
Al3,150.7244996,160.72661,153.4487887,157.9880778,164.4891314,151.8473324,158.9944787,157.2408457,157.6490099
Al3,158.1515296,151.6777855,154.1504305,160.8148645,159.0052356,153.7905911,153.3622053,159.8563322,156.6576902
Al3,153.4088022,157.0092848,149.0439658,160.2950965,155.3280241,156.4670556,156.3942561,161.81153,151.9679612
Al3,151.185749,158.6108025,153.3428741,154.1849864,161.1991945,149.3986188,157.4741575,154.7534861,152.9112806
Al3,158.692684,152.9439685,154.8908707,157.8415621,160.6393671,149.6736056,160.945335,154.0505952,153.6653081
Al3,151.3084922,154.0291612,153.7278896,153.9946377,159.6957822,153.8515138,160.4532615,154.6878342,156.2728158
Al3,149.3515376,160.6402201,156.1762743,157.425983,157.4044069,149.8724121,155.8109809,153.6359702,153.8683544
Al3,150.0842076,151.2854629,156.9759422,160.4212298,157.4203686,151.4617222,159.4682045,160.1397802,151.410888
Al3,154.6352785,158.4162083,155.6010107,151.1098772,163.874798,153.8703589,153.229322,155.4703335,155.8865322
Al3,157.7868808,151.5503556,149.7347725,156.0336548,158.1152832,152.7938927,153.0592738,153.0732806,150.8408797
Al3,153.8083744,154.4321541,154.5187468,153.3381648,159.9213577,149.4483338,155.7103291,153.9126182,149.5792264
Al3,151.3640029,153.04628,151.8719058,151.1058283,158.6391181,150.9635832,159.414527,160.479792,157.7932508
Al3,150.7800186,158.5655679,154.5741174,155.0885923,162.7694272,157.6916483,155.821946,155.187738,157.8718351
Al3,153.1583869,160.3223294,156.3006416,160.7418865,160.15637,157.882079,157.3103386,159.1422406,152.701663
Al3,151.571421,158.7698845,153.8029208,157.7036884,162.4610078,157.3906532,160.4600806,159.4698873,152.0847407
Al3,150.2907305,153.7544757,153.8562633,152.6107639,155.5991129,155.3063952,155.5064859,157.3056325,148.1507945
Al3,153.864794,159.7270457,157.1807864,157.6106847,161.2920314,155.0723678,153.0235303,155.8632414,155.1386868
Al3,158.8901557,151.6033336,153.6009214,151.5580276,156.3060045,158.2214871,155.5016515,161.333293,154.0957283
Al3,158.6508688,153.0583548,150.4075935,156.0997974,158.8301804,158.7529136,156.5772626,155.5500598,157.8408983
Al3,150.1941771,154.9891399,155.8526238,158.3370582,159.4182487,157.4831866,159.6733045,157.9506688,150.2428126
Al3,155.8855206,155.3036296,152.9624739,154.6861363,159.0566102,157.8942494,153.5021993,156.2350912,150.6573736
Al3,154.932262,157.8813799,157.2563116,153.3368727,164.8118775,150.6592618,153.0617673,158.0864224,151.0441383
Al3,152.2394059,153.2145142,154.8035785,158.2242623,162.8838112,154.8085055,159.5430827,161.4111235,153.3383238
Al3,158.0589551,160.0560702,151.4297176,160.4237884,164.5367759,149.4613633,154.329214,161.1681231,149.1489245
Al3,157.968701,157.5010054,156.2222035,158.8050504,161.8538764,154.4253266,159.7203402,157.7303724,154.9310288
Al3,157.748425,159.2061779,156.0613874,160.3400881,162.5188088,155.2583922,160.1675911,156.086641,150.7685358
Al3,155.1998528,154.4519252,149.6763393,158.5022799,157.2744899,156.3412128,154.886376,153.1304997,151.5632663
Al3,153.5846209,153.6537481,150.3792093,157.6165686,159.436167,150.130068,161.7900996,158.9561933,149.8654429
Al3,157.9332293,155.9149876,158.5268793,159.029517,157.1312509,158.7505117,155.3799269,161.7840845,156.599953
Al3,149.387132,151.9906732,155.8519662,156.1558055,156.607234,152.2872277,159.5452199,162.2747314,149.4124767
Al3,152.9227304,158.2878697,150.8184631,154.8923816,156.7042426,149.2994919,155.2757428,157.2476949,152.7569549
Al3,156.3274509,154.8865488,153.2677505,154.3754481,163.1750796,152.0522276,154.6426994,156.9143248,155.4344747
Al3,152.0961278,156.9242518,157.2811973,158.8087456,163.7599854,158.5874464,157.3374818,159.8776772,153.6529662
Al3,153.9587173,152.2786329,157.3674081,154.2218282,155.8369424,156.2853406,160.6005919,160.4572095,152.8517383
Al3,150.674026,155.5420774,156.4730765,157.8785074,161.3454553,157.9316471,156.7777367,159.8277818,153.4597013
Al3,154.252719,154.0331799,157.7206265,158.5010244,162.9256478,151.0636936,153.7397262,158.3160208,156.3338018
Al3,156.8257256,152.5395991,153.9753903,159.1875408,156.2035101,149.1366401,160.9987378,158.3653475,151.4316842
Al3,153.3046934,153.601764,156.2050959,160.4900423,157.9772999,152.9032042,152.286977,162.8766584,151.5080834
Al3,155.4450247,158.0296583,154.6157512,156.0873759,164.8223939,153.7773615,154.1627513,162.8898478,153.0264357
Al3,155.8887395,160.0873429,157.2148791,156.688897,155.1419544,152.3541126,153.6996808,160.0865665,154.8164839
Al3,155.4357788,152.5478931,151.0378818,155.8331159,162.7848884,158.3525252,157.2464217,154.2441293,149.8791488
Al3,151.4539184,158.3817464,155.5115738,159.0373637,160.6198853,155.618998,153.6611805,158.2005012,151.092593
Al3,154.7844718,159.4983412,155.2912855,157.6069208,156.4105821,157.8954234,160.3595438,159.923038,152.5468114
Al3,157.9641807,157.0943447,154.3580183,160.7270717,160.0104982,149.2832233,161.3784969,158.4467653,154.1902099
Al3,156.1069241,151.8913885,156.076726,159.1474946,155.154854,153.6203819,160.0760309,161.5389765,148.9930225
Al3,154.4102371,156.1971869,150.9834216,160.3520791,164.854902,158.0994165,158.7879328,160.9174441,156.3979115
Al3,156.4565801,158.5151012,155.0722864,155.2500084,156.5936736,157.2994026,160.1211057,158.5545906,156.445794
Al3,149.462747,156.0020306,157.0361362,153.4769709,161.3961494,156.9447136,155.0653141,162.1305442,157.3767201
Al3,150.8728199,152.5020313,154.6981311,151.3059675,163.7490067,149.4681863,159.5266175,157.3014382,148.9860255
Al3,152.2491253,160.200892,154.3074742,151.8206317,159.3481755,155.0096977,152.0305232,159.4305917,156.4046029
Al3,154.7377958,160.1016953,157.0438612,160.165283,159.0805951,155.161683,153.1352612,154.2159382,151.9629024
Al3,155.1381276,155.6579562,155.4990044,154.0012708,162.475837,157.7192062,158.3259196,161.5518468,157.148515
Al3,154.0279382,155.3038139,155.3547062,155.8549169,163.1193877,152.5713268,155.548106,155.1322679,150.8324852
Al3,156.3184766,158.830166,153.2971597,157.9113245,161.50609,154.9842032,158.3918872,155.9199787,148.2339202
Al3,157.5738475,160.1382527,157.1778984,154.486842,158.3277519,155.4668236,153.636323,158.5710306,154.7838368
Al3,156.1888986,155.1158915,151.7932337,151.5645394,161.9758067,155.3699153,159.4034532,154.1279856,150.7487977
Al3,157.5084189,157.6480005,149.7141838,155.4739038,157.6018082,158.6471832,158.0205831,153.8536808,153.4312558
Al3,149.931432,157.2075963,153.6151988,160.0780881,159.5637382,154.8343533,158.526635,153.2355734,156.7502896
Al3,149.636969,159.7102956,151.6187582,154.9239865,161.4407287,155.9696827,161.1959556,154.041473,149.4329937
Al3,152.8124875,156.5648085,158.0016168,152.9101378,156.9108342,158.7468436,154.7867403,156.0497821,157.420812
Al3,157.7661628,157.9933499,154.2469457,157.8744683,162.2553554,149.2801412,157.2481681,154.0897084,153.5887847
Al3,155.1683899,153.5013242,155.617317,160.0362441,161.5105633,157.1864492,155.1200847,158.157004,152.3511992
Al3,149.9786665,155.5417158,156.5595801,154.5318879,160.6487448,156.79069,155.0852409,158.0567812,152.1024207
Al3,151.47489,151.6919136,152.9126855,158.3502595,163.3017202,152.22316,156.104846,159.8240144,157.8931077
Al3,153.0646663,152.1475857,157.3225714,151.7648863,158.7519605,158.4479008,152.1443112,161.7258757,148.0694599
Al3,150.8187059,152.5220156,155.1552997,155.1975641,163.5155253,154.652315,154.6537478,161.599179,155.6348066
Al3,152.7846507,152.7913098,150.9666461,155.5988777,158.8976629,152.5278227,156.0223699,162.1420967,156.3133993
Al3,151.6697706,155.7397907,155.4880516,158.5575405,162.7611775,153.2513493,160.0000489,162.4297386,148.4383254
Al3,152.5750888,157.1071212,150.7277027,154.2617678,156.2249141,149.3608004,161.2051356,153.3032595,156.8945161
Al3,151.5336737,153.1006973,154.876724,152.3714041,158.8312424,157.8507109,160.2992561,155.1769206,149.6872997
Al3,155.2917496,152.4474163,151.8783062,159.9582754,156.1471264,158.6455534,156.6133642,157.5319651,149.874898
Al3,151.7977097,151.5552997,152.5915841,154.7001133,158.6696145,155.3147519,153.4278691,159.6611235,148.9890814
Al3,155.412073,159.9863858,157.1418441,151.4441767,155.8231382,154.136927,155.6591893,160.9464704,154.7341574
Al3,150.9058796,156.763712,151.2477775,159.0192686,159.93754,152.47229,154.4331427,158.3488418,151.8010245
Al3,150.5379235,156.3407032,154.1587357,155.3588914,159.7584047,153.801887,153.570356,159.4549794,154.0584633
Al3,155.1953631,156.283809,152.0530619,155.2601239,160.2805404,156.2242925,152.5942573,156.3105361,157.0444316
Al3,154.1613578,154.5904673,154.2955464,155.823983,164.298612,154.2953398,155.6482853,159.2274757,156.9554359
Al3,156.8872315,160.4715239,154.1180008,156.5087464,156.0342621,151.2518635,154.9353623,158.7160424,149.9849179
Al3,152.7099434,155.8229283,152.5566173,157.5876231,160.4027837,150.1687716,153.9567001,158.519341,156.2195117
Al3,149.5451347,159.7693361,149.2948301,151.5159269,161.2636199,151.4773979,152.470609,157.7535641,155.9530279
Al3,149.2302526,152.5314856,155.0481295,160.1586118,163.3569351,158.3965706,155.0418055,161.8325299,156.8836243
Al3,149.3359741,153.0500243,154.6265791,159.5448117,159.0879614,155.1947225,159.0317166,159.1998328,157.9353659
Al3,151.8704088,151.7345718,158.4424813,159.6534095,162.2665918,156.3204081,152.0095215,159.3089974,152.4500896
Al3,152.6071223,158.5751078,153.5111041,157.009215,163.445091,152.4210708,153.8784341,159.3637998,155.2152799
Al3,151.9844513,152.7146502,157.2571429,156.490311,159.9740553,150.2917958,152.9372375,162.6804875,155.0595603
Al3,155.7989713,152.447367,154.9074657,156.3287238,155.7438713,151.6491327,159.328953,158.7085299,150.1996632
Al3,151.9722614,151.7238274,152.1998544,154.8339228,161.2077706,157.7532494,160.236485,159.1582586,157.3896875
Al3,150.3260081,151.0211539,157.964333,155.0054804,158.5931031,151.2694483,160.9762145,157.4702817,152.4692824
Al3,152.6323113,156.2212764,155.7450732,153.1522685,155.0082682,153.9765664,155.6802475,153.026513,157.4743222
Al3,150.8423188,159.5096464,157.5142326,151.7856823,164.0952642,151.7314642,155.9576876,156.0938478,156.0510702
Al3,155.5747025,156.1721114,152.2726938,156.5211266,157.9175832,154.583471,160.6540263,153.8510838,148.0730094
Al3,152.1163309,154.2688369,155.4138611,155.2902132,156.0400013,154.0576025,161.1224993,155.4117247,154.9818759
Al3,153.9670403,158.7413171,157.3636736,157.6521119,161.7663687,154.3117859,161.7754367,161.5647403,150.2538055
Al3,149.7337256,152.0180563,154.0981487,155.6290848,159.6684939,153.3541483,160.5085568,159.5997803,155.6172048
Al3,158.4155224,151.1240832,157.8178647,158.4322501,158.7413335,154.6575805,152.3285358,160.8198337,150.8662464
Al3,150.9988746,151.7177824,157.3814017,159.214832,157.1273092,153.5531657,160.8895444,158.2509975,152.7863962
Al3,158.1039869,155.0612327,153.9296496,154.3206105,161.5255158,155.731198,160.1317796,154.594559,154.537907
Al3,152.6811862,153.9352979,150.3419199,154.3879152,156.5454831,151.6352332,158.2110223,153.8588132,157.376534
Al3,155.433014,156.4137473,155.8540178,157.0471762,164.3556719,154.4642797,161.6755644,161.5717104,157.3667471
Al3,152.8395994,157.4457401,155.9801422,154.4488163,160.9417651,153.7307135,160.2861839,154.7075239,154.6915765
Al3,154.5632081,160.1411466,149.7245067,160.5367138,161.5028291,152.0723489,156.8986164,160.026107,154.7184112
Al3,150.7103125,159.9937833,154.5714711,153.6948237,162.8915559,158.3587209,152.8601729,156.4968736,156.1072471
Al3,154.9569236,153.7707901,149.517524,156.2473985,160.5314091,150.111827,154.7639917,159.4000936,154.6063352
Al3,155.6090294,159.3221172,151.696657,156.3813139,158.5930493,151.4322019,156.2198149,161.2204599,153.8484595
Al3,155.2169453,156.3489392,155.3684592,155.3088269,162.5580498,149.35061,154.2327115,157.7420012,153.2840136
Al3,158.046773,153.6798171,155.1427908,157.695178,162.2732991,153.3131382,157.1679622,161.9125214,150.1238938
Al3,152.5263753,153.3915488,158.4598167,158.6891672,158.8377565,153.5091686,160.1036017,156.0852277,155.6333456
Al3,152.3304113,155.4790545,154.2706055,158.9416691,159.1879997,157.3307799,154.6563911,155.1004415,150.8572089
Al3,156.3204291,152.8516333,157.452386,155.5267246,158.6433002,151.0623118,153.8604616,162.219147,156.5815618
Al3,158.1402902,154.8041439,150.3752623,158.8575766,156.6672415,157.2094847,156.2526784,153.7834335,156.806177
Al3,150.1445246,158.4629802,154.0339657,159.6181065,155.2457848,153.9962416,152.3179598,157.1300043,153.8480325
Al3,153.9213704,152.5272638,156.7490945,152.0547698,163.647594,156.7904932,156.8343797,154.8239592,149.6026185
Al3,155.849381,152.1586188,158.4057809,153.5317447,159.8113723,156.6296654,156.0223772,162.7544762,154.10519
Al3,152.5431389,151.7836771,150.73933,160.9603686,160.2461204,158.3252378,152.0110516,159.1614611,157.9892951
Al3,152.6322783,158.964223,157.8843951,152.5475987,164.9745028,155.337304,152.1517722,156.3436806,152.8145586
Al3,157.2299414,159.2513545,158.1863191,153.9879527,161.7099524,151.8441979,156.4818025,153.0126465,150.8222441
Al3,158.8725074,159.2871783,156.6294816,154.2258286,155.9598295,155.2867801,160.9644563,160.2972807,153.4207669
Al3,151.8383323,151.7847694,149.8891286,158.4772116,163.6904365,150.5536463,159.7873306,153.8162329,152.2999627
Al3,152.7689024,155.7561782,155.2891174,155.3601173,158.0868278,157.6240513,161.6799105,153.0911573,150.2302028
Al3,150.0119663,159.7054797,158.5567959,156.0273428,161.0758274,150.6809145,161.5832926,156.3886589,157.890358
Al3,158.6340636,156.4476069,153.3108948,154.1379385,162.6386037,156.8760243,154.6924292,154.6200996,148.2008952
Al3,154.5829795,156.0695119,158.730035,160.2290946,156.750668,156.5862707,158.895391,155.7201061,151.878047
Al3,153.4904735,159.5195861,151.3975284,160.7810033,155.1918336,152.3110723,152.7882084,154.1772628,151.6524024
Al3,154.0600061,153.037827,151.2357805,156.4898633,160.9067406,149.5786519,157.0869328,160.2009478,154.7529823
Al3,150.5097955,159.3336688,156.0375579,157.1544335,164.4946032,155.2896458,153.3226511,159.4711388,150.6000689
Al3,158.1483841,154.7378182,153.1364505,155.6976951,162.6195465,155.3564665,153.1735939,160.3042075,150.726031
Al3,153.2599567,152.8955739,149.0358936,160.6891805,163.712425,157.4440792,159.7102146,158.3543377,148.1472433
Al3,149.4768343,154.5711188,155.9170587,152.6527837,162.8303051,154.1954259,161.3667064,157.4956356,156.0699989
Al3,155.3430164,153.4052792,149.0026906,151.0044906,161.4506812,156.250981,156.4175258,158.5501629,154.8294235
Al3,156.8216828,153.6918451,157.5003674,155.4382904,159.2845977,158.4881201,158.3921768,159.9044742,148.174032
Al3,152.3406238,153.8086687,151.9916517,151.0717175,155.856172,153.1635349,157.0428168,156.0283079,151.3199245
Al3,158.392822,157.2346239,157.1652526,155.7298315,164.550243,155.1068364,156.3914613,157.7933785,154.083667
Al3,150.8820921,154.0634571,150.7567574,154.2861273,157.9990658,149.9803064,157.6086857,158.874316,152.0235194
Al3,158.1889601,152.8911962,153.6354996,158.1769421,164.5280246,150.2952896,156.7811792,154.8074628,154.0580188
Al3,151.5501071,155.7602944,149.8331793,154.7530382,155.305027,150.9554284,154.4996276,155.390389,152.4328348
Al3,150.9419719,156.866729,150.8151072,153.1112328,156.4482164,153.6518397,156.8125588,162.816252,148.6753522
Al3,155.1033873,153.6478603,158.6645888,153.9914808,159.8037627,153.865228,159.9743758,161.6064283,154.920424
Al3,155.9828263,152.4404581,158.0199944,151.516561,164.5267017,155.8040498,159.8831578,160.2134577,148.9578755
Al3,157.762941,159.8203673,153.1026104,155.4053552,159.3583066,154.9385857,159.6260983,154.5440516,154.0941046
Al3,158.6700374,158.2040332,150.9190055,154.548747,164.9782398,152.179515,161.3068299,160.2025055,150.4377889
Al3,157.8472238,158.1959336,151.3976642,156.7036843,155.8687908,154.2038342,157.7604741,158.3112503,150.9855076
Al3,150.1213257,160.1741554,155.4534872,152.2784975,156.653934,153.5020251,153.6694058,158.5130842,156.6359893
Al3,156.8408375,159.0753167,157.8829281,152.0339277,164.1343162,153.7874357,154.9671983,154.5972867,149.9532778
Al3,153.9050144,153.0181296,154.3714868,156.9630137,163.2158155,151.2828235,154.6810015,157.3868692,153.6152947
Al3,151.1737655,152.2836172,153.4608679,155.9843327,155.1594922,151.3674983,157.0066679,159.2201846,156.3243819
Al3,154.3223815,157.6852655,153.4107836,156.1726624,158.4380994,152.3766196,156.6531194,159.6568672,154.821012
Al3,150.7152794,153.1744368,156.5851588,158.4296734,155.6711079,152.1908459,152.2586703,160.7426198,155.6269887
Al3,154.1914415,158.0310366,155.3617969,159.6562451,160.2195088,153.6101567,153.1664678,156.517974,154.6246787
Al3,149.2811409,152.7120497,151.4137444,152.3246325,160.4262149,154.9369373,157.266449,154.2942996,149.7134222
Al3,154.7530682,158.9019674,155.6012755,159.5660305,159.8242304,149.9949931,161.8234865,162.5490346,149.6130528
Al3,157.0355728,158.6412385,155.4509447,154.7691127,156.2878576,155.560851,158.4615658,160.5426305,155.3434216
Al3,154.0374228,156.0252472,156.4119493,159.870583,163.1707999,158.9840904,155.4574136,154.470325,156.0322504
Al3,152.7468039,157.4503299,151.3936684,151.5598563,158.299074,154.1367565,155.4875945,156.215189,154.9135605
Al3,156.5113024,156.9687608,149.9013243,154.5904278,163.5901667,149.837784,160.6045678,159.619463,156.4275096
Al3,157.0601121,160.8597168,155.8874457,157.1831119,158.0203011,149.3129805,155.2642257,153.2312836,156.5284282
Al3,154.9388544,158.9880623,152.4608242,158.0125079,156.0527058,158.0885425,161.4882247,155.9202061,150.2560244
Al3,156.4200839,152.4001085,158.5463716,160.5468625,156.7811239,155.7736578,160.9938524,154.7378712,154.7777665
Al3,151.7915628,159.0370954,155.3688026,158.3236793,158.4389048,156.0295513,155.9187681,161.0995073,153.5818167
Al3,150.8114972,156.2725888,156.0041543,156.7679346,156.9008878,156.7130637,160.9134252,158.3333837,151.1237608
Al3,158.7640369,159.7771052,152.0728018,160.7264089,158.1016234,154.8802622,161.2710926,161.5064086,157.1591968
Al3,151.1839209,154.7307743,156.4560282,155.196674,157.4348942,156.106237,153.359744,159.2798984,148.19192
Al3,158.2665515,155.2809744,154.3701065,153.629348,158.2642179,153.9953043,159.5031435,162.0313818,157.1049761
Al3,158.9452336,157.2714095,151.3334857,154.8733983,162.2870552,154.9505259,158.302979,162.9825941,154.753567
Al3,151.037934,155.9562642,158.8301851,152.840489,162.767909,149.4430225,159.1673829,156.1114819,150.1291081
Al3,153.9707328,154.8731358,149.1525949,160.534141,159.6152026,156.6762303,157.5218802,157.7714304,152.4216873
Al3,151.5097199,152.1191966,150.9006874,155.2888906,156.3895261,153.7504607,158.1776851,161.0762351,152.431645
Al3,155.0869056,155.7422281,152.3377268,155.0812961,160.2780319,154.5805313,161.7059236,157.4041869,156.3732362
Al3,158.7605156,156.942527,157.9059771,156.4197778,156.0047916,150.0329737,159.3106113,160.5804675,154.8717268
Al3,154.1089282,152.1523871,156.6760968,159.3518089,155.9701714,149.3381228,159.0270637,162.8201082,148.0156836
Al3,158.6173796,155.3290149,157.6348108,151.5445187,160.6753658,158.5492799,152.9108164,155.6942689,152.3670157
Al3,155.9226934,155.8000326,155.831808,152.1719427,163.374066,157.9536244,159.950821,154.3428808,155.8561269
