cmpdname,mw,polararea,heavycnt,hbondacc,C number,N number,O number,Side chain number,Double bond number,Triple bond number,Classify,BoilingPoint
4-Ethyl-5-methylnonane,170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon,472.15
"4,5-Diethyloctane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon,466.15
"5,6-Dimethyldecane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon,474.15
2-Methyl-1-dodecene,182.35,0,13,0,13,0,0,1,1,0,Hydrocarbon,504.45
"2,7-Dimethyl-2,6-octadiene",138.25,0,10,0,10,0,0,2,2,0,Hydrocarbon,439.88857
"2,4-Dimethyl-1-hexene",112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon,384.35
"2,2,3,3,4-Pentamethylpentane",142.28,0,10,0,10,0,0,5,0,0,Hydrocarbon,439.15
"2,2,3,4,4-Pentamethylpentane",142.28,0,10,0,10,0,0,5,0,0,Hydrocarbon,432.15
"2,7-Dimethylundecane",184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon,496.16
"2,8-Dimethylundecane",184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon,496.16
"2,9-Dimethylundecane",184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon,496.16
"3,7-Dimethylundecane",184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon,496.16
"3,9-Dimethylundecane",184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon,496.16
"4,7-Dimethylundecane",184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon,496.16
4-Ethyl-4-methylheptane,142.28,0,10,0,10,0,0,2,0,0,Hydrocarbon,433.96
6-Methylundecane,170.33,0,12,0,12,0,0,1,0,0,Hydrocarbon,479.15
"2,5-Dimethyldecane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon,471.15
"3,6-Dimethyldecane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon,474.15
"3,8-Dimethyldecane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon,478.15
3-Ethylundecane,184.36,0,13,0,13,0,0,1,0,0,Hydrocarbon,496.6
"4,4-Dipropylheptane",184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon,493.81
"2,3-Dimethylundecane",184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon,501.15
"3,4-Dimethylundecane",184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon,496.16
"3,5-Dimethylundecane",184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon,496.16
"5,7-Dimethylundecane",184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon,496.16
5-Methyldodecane,184.36,0,13,0,13,0,0,1,0,0,Hydrocarbon,496.6
"5,6-Dimethylundecane",184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon,496.16
"2-Ethyl-3,3-dimethylbut-1-ene",112.21,0,8,0,8,0,0,3,1,0,Hydrocarbon,390.03498
"2,2,4-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,443.15834
3-Ethyl-2-methyl-2-pentanol,130.229,20.2,9,1,8,0,1,3,0,0,Alcohol,429.15
5-Ethyl-3-nonanol,172.31,20.2,12,1,11,0,1,2,0,0,Alcohol,498.55
"3,4,4-Trimethylheptane",142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon,434.26
"3-Ethyl-2,2-dimethylhexane",142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon,429.26
Dodec-4-ene,168.32,0,12,0,12,0,0,0,1,0,Hydrocarbon,478.32
Santolina alcohol,154.25,20.2,11,1,10,0,1,4,2,0,Alcohol,517.63
2-Methyl-2-nonene,140.27,0,10,0,10,0,0,1,1,0,Hydrocarbon,444.15
"1,15-Hexadecadiene",222.41,0,16,0,16,0,0,0,2,0,Hydrocarbon,559.04
1-Undecyn-4-ol,168.28,20.2,12,1,11,0,1,1,0,1,Alcohol,533.14
10-Methyl-1-undecene,168.32,0,12,0,12,0,0,1,1,0,Hydrocarbon,470.4
"1,2-Nonadiene",124.22,0,9,0,9,0,0,0,2,0,Hydrocarbon,405.47
"2,3-Hexanediol",118.17,40.5,8,2,6,0,2,2,0,0,Alcohol,478.15
"2,2-Dimethyl-1-octanol",158.28,20.2,11,1,10,0,1,2,0,0,Alcohol,484.15
4-Methyltetradecane,212.41,0,15,0,15,0,0,1,0,0,Hydrocarbon,542.36
4-Methylnonadecane,282.5,0,20,0,20,0,0,1,0,0,Hydrocarbon,656.76
4-Methylheptadecane,254.5,0,18,0,18,0,0,1,0,0,Hydrocarbon,611
"2,4-Dimethyldecane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon,473.15
"2-Methylhexa-2,4-diene",96.17,0,7,0,7,0,0,1,2,0,Hydrocarbon,382.35
"2,3-Dimethylnonane",156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon,448
4-Methylundecane,170.33,0,12,0,12,0,0,1,0,0,Hydrocarbon,483
2-Methyl-1-pentadecene,224.42,0,16,0,16,0,0,1,1,0,Hydrocarbon,557.15
"2,3,4-Trimethyl-3-pentanol",130.229,20.2,9,1,8,0,1,4,0,0,Alcohol,429.65
"2,6-Dimethyl-6-hepten-2-ol",142.24,20.2,10,1,9,0,1,3,1,0,Alcohol,491.03
2-Ethyl-1-pentene,98.19,0,7,0,7,0,0,1,1,0,Hydrocarbon,367.15
"3,5-Dimethylhex-2-ene",112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon,385.15
2-Ethyl-4-methyl-1-pentene,112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon,383.45
11-Dodecen-1-ol,184.32,20.2,13,1,12,0,1,0,1,0,Alcohol,563.02
11-Methylhentriacontane,450.9,0,32,0,32,0,0,1,0,0,Hydrocarbon,931.32
2-Methyl-3-hexyne,96.17,0,7,0,7,0,0,1,0,1,Hydrocarbon,367.15
"1,2,2-Trimethylpropylamine",101.19,26,7,1,6,1,0,3,0,0,Amine,374.15
6-Methyloctan-1-ol,144.25,20.2,10,1,9,0,1,1,0,0,Alcohol,479.15
2-Methyl-n-propyl-1-propanamine,115.22,12,8,1,7,1,0,1,0,0,Amine,397.15
"3,3-Dimethylheptane",128.25,0,9,0,9,0,0,2,0,0,Hydrocarbon,410.15
N-Methylisoamylamine,101.19,12,7,1,6,1,0,1,0,0,Amine,377.15
N-tert-Butylethylamine,101.19,12,7,1,6,1,0,2,0,0,Amine,359.15
"N,N-Dipropyl-1-butanamine",157.3,3.2,11,1,10,1,0,1,0,0,Amine,440.84
"3,4-Dimethyl-1,5-hexadiene",110.2,0,8,0,8,0,0,2,2,0,Hydrocarbon,374.95
"2,2,4,4-Tetramethylhexane",142.28,0,10,0,10,0,0,4,0,0,Hydrocarbon,426.96
2-Methyl-1-tetradecene,210.4,0,15,0,15,0,0,1,1,0,Hydrocarbon,540.15
4-Ethyl-2-methylheptane,142.28,0,10,0,10,0,0,2,0,0,Hydrocarbon,429.36
4-Ethyl-3-methylheptane,142.28,0,10,0,10,0,0,2,0,0,Hydrocarbon,435.36
3-Ethyl-4-methylheptane,142.28,0,10,0,10,0,0,2,0,0,Hydrocarbon,436.16
"2,2,3-Trimethylheptane",142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon,430.76
"2,3,3-Trimethylheptane",142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon,433.2
"3-Ethyl-2,3-dimethylhexane",142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon,436.86
"4-Ethyl-2,3-dimethylhexane",142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon,434.06
"4-Ethyl-2,4-dimethylhexane",142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon,434.26
"3-Ethyl-2,5-dimethylhexane",142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon,427.26
"4-Ethyl-3,3-dimethylhexane",142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon,436.06
"3-Ethyl-3,4-dimethylhexane",142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon,435.26
"2,2,3,4-Tetramethylhexane",142.28,0,10,0,10,0,0,4,0,0,Hydrocarbon,429.88033
"2,2,3,5-Tetramethylhexane",142.28,0,10,0,10,0,0,4,0,0,Hydrocarbon,421.81711
"2,3,3,4-Tetramethylhexane",142.28,0,10,0,10,0,0,4,0,0,Hydrocarbon,437.74
"2,3,3,5-Tetramethylhexane",142.28,0,10,0,10,0,0,4,0,0,Hydrocarbon,426
"2,3,4,4-Tetramethylhexane",142.28,0,10,0,10,0,0,4,0,0,Hydrocarbon,435.31525
"2,3,4,5-Tetramethylhexane",142.28,0,10,0,10,0,0,4,0,0,Hydrocarbon,428.93767
"3,3-Diethyl-2-methylpentane",142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon,442.86
"3-Ethyl-2,2,3-trimethylpentane",142.28,0,10,0,10,0,0,4,0,0,Hydrocarbon,442.66
"3-Ethyl-2,2,4-trimethylpentane",142.28,0,10,0,10,0,0,4,0,0,Hydrocarbon,428.45
"3-Ethyl-2,3,4-trimethylpentane",142.28,0,10,0,10,0,0,4,0,0,Hydrocarbon,442.59
2-Methyl-3-nonene,140.27,0,10,0,10,0,0,1,1,0,Hydrocarbon,434.15
"2,6,10,14-Tetramethyloctadecane",310.6,0,22,0,22,0,0,4,0,0,Hydrocarbon,701.2
"2,6-Dimethyl-2-heptene",126.24,0,9,0,9,0,0,2,1,0,Hydrocarbon,409
"3,3,4-Trimethylpent-1-ene",112.21,0,8,0,8,0,0,3,1,0,Hydrocarbon,378.17949
"3,4,4-Trimethylpent-1-ene",112.21,0,8,0,8,0,0,3,1,0,Hydrocarbon,377
"2,6,10,14-Tetramethyl-2-hexadecene",280.5,0,20,0,20,0,0,4,1,0,Hydrocarbon,659.92
"11,15-Dimethylhentriacontane",464.9,0,33,0,33,0,0,2,0,0,Hydrocarbon,953.76
"13,17-Dimethylhentriacontane",464.9,0,33,0,33,0,0,2,0,0,Hydrocarbon,953.76
13-Methyltritriacontane,478.9,0,34,0,34,0,0,1,0,0,Hydrocarbon,977.08
"11,15-Dimethyltritriacontane",492.9,0,35,0,35,0,0,2,0,0,Hydrocarbon,999.52
"15,19-Dimethyltritriacontane",492.9,0,35,0,35,0,0,2,0,0,Hydrocarbon,999.52
"11,15-Dimethylpentatriacontane",521,0,37,0,37,0,0,2,0,0,Hydrocarbon,1045.28
"15,19-Dimethylpentatriacontane",521,0,37,0,37,0,0,2,0,0,Hydrocarbon,1045.28
"15,19-Dimethylheptatriacontane",549.1,0,39,0,39,0,0,2,0,0,Hydrocarbon,1091.04
12-Methyldotriacontane,464.9,0,33,0,33,0,0,1,0,0,Hydrocarbon,954.2
14-Methyldotriacontane,464.9,0,33,0,33,0,0,1,0,0,Hydrocarbon,954.2
9-Methyltritriacontane,478.9,0,34,0,34,0,0,1,0,0,Hydrocarbon,977.08
17-Methyltritriacontane,478.9,0,34,0,34,0,0,1,0,0,Hydrocarbon,977.08
Diethylisopropylamine,115.22,3.2,8,1,7,1,0,2,0,0,Amine,381.65
"5,5-Dibutylnonane",240.5,0,17,0,17,0,0,2,0,0,Hydrocarbon,585.33
4-Tetradecyne,194.36,0,14,0,14,0,0,0,0,1,Hydrocarbon,528.92
2-Methyl-3-undecanol,186.33,20.2,13,1,12,0,1,2,0,0,Alcohol,509.15
"2,6-Dimethyl-2,5-heptadiene",124.22,0,9,0,9,0,0,2,2,0,Hydrocarbon,413.6
8-Methyl-1-decene,154.29,0,11,0,11,0,0,1,1,0,Hydrocarbon,447.52
4-Methyldodecane,184.36,0,13,0,13,0,0,1,0,0,Hydrocarbon,496.6
"2,3-Dimethyldodecane",198.39,0,14,0,14,0,0,2,0,0,Hydrocarbon,520.15
"2,4-Dimethyldodecane",198.39,0,14,0,14,0,0,2,0,0,Hydrocarbon,507.15
5-Methyl-3-heptyne,110.2,0,8,0,8,0,0,1,0,1,Hydrocarbon,391.2
2-(Pentyloxy)ethanol,132.2,29.5,9,2,7,0,2,0,0,0,Alcohol,458.15
"2,2,6-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,447.15
"2,2,8-Trimethyldecane",184.36,0,13,0,13,0,0,3,0,0,Hydrocarbon,493.37
3-Methylheneicosane,310.6,0,22,0,22,0,0,1,0,0,Hydrocarbon,702.52
"3,4,4-Trimethylhexan-3-ol",144.25,20.2,10,1,9,0,1,4,0,0,Alcohol,438.65
"2,4,4-Trimethyl-3-hexanol",144.25,20.2,10,1,9,0,1,4,0,0,Alcohol,444.86543
"2,6-Dimethyl 1,7-octadiene",138.25,0,10,0,10,0,0,2,2,0,Hydrocarbon,421.2
Tritetracontane,605.2,0,43,0,43,0,0,0,0,0,Hydrocarbon,815.65
5-Octadecyne,250.5,0,18,0,18,0,0,0,0,1,Hydrocarbon,620.44
"3-Ethyl-2,4-dimethylhexane",142.28,0,10,0,10,0,0,3,0,0,Hydrocarbon,433.26
13-Methylnonacosane,422.8,0,30,0,30,0,0,1,0,0,Hydrocarbon,885.56
11-Methylnonacosane,422.8,0,30,0,30,0,0,1,0,0,Hydrocarbon,885.56
"3,5-Dimethyl-1-hexene",112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon,377.15
8-Methyl-1-undecene,168.32,0,12,0,12,0,0,1,1,0,Hydrocarbon,470.4
7-Methyl-1-undecene,168.32,0,12,0,12,0,0,1,1,0,Hydrocarbon,470.4
"2,5-Dimethyl-1,4-hexadiene",110.2,0,8,0,8,0,0,2,2,0,Hydrocarbon,389.7
5-Propylnonane,170.33,0,12,0,12,0,0,1,0,0,Hydrocarbon,470.15
"2,8-Dimethyl-1,8-nonadiene",152.28,0,11,0,11,0,0,2,2,0,Hydrocarbon,444.4
"2,4-Dimethylnonane",156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon,451.15
"4,4-Diethylheptane",156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon,456.46543
"3,6-Diethyl-octane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon,476
"3,6-Dimethyl-3-ethyl-octane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon,472.15
3-Methyl-7-ethyl-nonane,170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon,473.15
"3,4,5,6-Tetramethyloctane",170.33,0,12,0,12,0,0,4,0,0,Hydrocarbon,472.15
"3,4,7-Trimethylnonane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon,473.15
"3,4-Dimethyl-3,4-diethyl-hexane",170.33,0,12,0,12,0,0,4,0,0,Hydrocarbon,483.15
"3-Methyl, 3,5-diethyl, heptane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon,470.15
Allyldipropylamine,141.25,3.2,10,1,9,1,0,1,1,0,Amine,414.64
2-Methyl-1-nonadecene,280.5,0,20,0,20,0,0,1,1,0,Hydrocarbon,653.76
8-Methyl-1-nonene,140.27,0,10,0,10,0,0,1,1,0,Hydrocarbon,424.64
4-Ethylnonane,156.31,0,11,0,11,0,0,1,0,0,Hydrocarbon,457.15
"3,5-Dimethyldecane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon,473.15
"4,6-Dimethyldecane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon,471.15
"4,7-Dimethyldecane",170.33,0,12,0,12,0,0,2,0,0,Hydrocarbon,472.15
2-Methylhenicosane,310.6,0,22,0,22,0,0,1,0,0,Hydrocarbon,702.52
1-Heptacosene,378.7,0,27,0,27,0,0,0,1,0,Hydrocarbon,694.15
1-Pentacosene,350.7,0,25,0,25,0,0,0,1,0,Hydrocarbon,674.15
1-Hentriacontene,434.8,0,31,0,31,0,0,0,1,0,Hydrocarbon,730.15
4-Methyl-1-hexyne,96.17,0,7,0,7,0,0,1,0,1,Hydrocarbon,364.15
"3-Isopropenyl-2,5-dimethyl-3,4-hexadien-2-ol",166.26,20.2,12,1,11,0,1,5,3,0,Alcohol,543.98
"3,3-Dimethylnonane",156.31,0,11,0,11,0,0,2,0,0,Hydrocarbon,455.15
3-Ethyldecane,170.33,0,12,0,12,0,0,1,0,0,Hydrocarbon,480.22385
3-Ethylnonane,156.31,0,11,0,11,0,0,1,0,0,Hydrocarbon,461.15
7-Methyltetradecane,212.41,0,15,0,15,0,0,1,0,0,Hydrocarbon,542.36
10-Methylnonadecane,282.5,0,20,0,20,0,0,1,0,0,Hydrocarbon,656.76
2-Heptyn-1-ol,112.17,20.2,8,1,7,0,1,0,0,1,Alcohol,460.94
"2,3,3-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,455.15
"3-Ethyl-2,7-dimethyloctane",170.33,0,12,0,12,0,0,3,0,0,Hydrocarbon,469.15
3-Ethyl-3-methyl-2-pentanol,130.229,20.2,9,1,8,0,1,3,0,0,Alcohol,471.15
3-Methyl-2-octanol,144.25,20.2,10,1,9,0,1,2,0,0,Alcohol,496.82
"3,7-Dimethyloct-7-en-1-ol",156.26,20.2,11,1,10,0,1,2,1,0,Alcohol,516.7
2-Methyl-5-undecanol,186.33,20.2,13,1,12,0,1,2,0,0,Alcohol,565.46
"2,5,6-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,451.15
"2,4,6-Trimethyloctane",156.31,0,11,0,11,0,0,3,0,0,Hydrocarbon,447.15
"2,2,3,5-Tetramethylheptane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon,447.15
"13,17,21-Trimethylheptatriacontane",563.1,0,40,0,40,0,0,3,0,0,Hydrocarbon,1113.48
3-Methyl-5-propylnonane,184.36,0,13,0,13,0,0,2,0,0,Hydrocarbon,496.16
N-Ethylpentylamine,115.22,12,8,1,7,1,0,0,0,0,Amine,409.15
"N,N-Dimethylnonylamine",171.32,3.2,12,1,11,1,0,1,0,0,Amine,488.15
"N,N-Diisopropylmethylamine",115.22,3.2,8,1,7,1,0,3,0,0,Amine,383.65
3-Hexadecyne,222.41,0,16,0,16,0,0,0,0,1,Hydrocarbon,559.15
"2,6-Dimethylocta-1,7-diene-3,6-diol",170.25,40.5,12,2,10,0,2,4,2,0,Alcohol,602.33
"2,3,4-Trimethyl-1-pentanol",130.229,20.2,9,1,8,0,1,3,0,0,Alcohol,456.15
"2,2-Dimethyl-3-octyne",138.25,0,10,0,10,0,0,2,0,1,Hydrocarbon,434.17
"7-Methyl-1,6-octadiene",124.22,0,9,0,9,0,0,1,2,0,Hydrocarbon,416.85
N-Methyldipropylamine,115.22,3.2,8,1,7,1,0,1,0,0,Amine,388.4
"2,4-Dimethyl-4-octanol",158.28,20.2,11,1,10,0,1,3,0,0,Alcohol,516.91
"(R)-butane-1,3-diol",90.12,40.5,6,2,4,0,2,1,0,0,Alcohol,475.04
trans-5-Decene,140.27,0,10,0,10,0,0,0,1,0,Hydrocarbon,444.45
trans-3-Hexene,84.16,0,6,0,6,0,0,0,1,0,Hydrocarbon,340.21
"2,5-Dimethyl-3-hexene",112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon,375.21134
"trans-3,4-Dimethyl-2-pentene",98.19,0,7,0,7,0,0,2,1,0,Hydrocarbon,364.15
"3-Methyl-1,3-pentadiene",82.14,0,6,0,6,0,0,1,2,0,Hydrocarbon,350.15
"2,4-Hexadiene",82.14,0,6,0,6,0,0,0,2,0,Hydrocarbon,353.15
Squalene,410.7,0,30,0,30,0,0,6,6,0,Hydrocarbon,694.45
(R)-(+)-3-Butyn-2-ol,70.09,20.2,5,1,4,0,1,1,0,1,Alcohol,382.65
trans-3-Octene,112.21,0,8,0,8,0,0,0,1,0,Hydrocarbon,396.35
trans-2-Hexene,84.16,0,6,0,6,0,0,0,1,0,Hydrocarbon,341.15
trans-2-Heptene,98.19,0,7,0,7,0,0,0,1,0,Hydrocarbon,371.15
(S)-(+)-3-Methyl-1-pentanol,102.17,20.2,7,1,6,0,1,1,0,0,Alcohol,426
4-Hexen-1-OL,100.16,20.2,7,1,6,0,1,0,1,0,Alcohol,432.15
"2,4-Hexadien-1-OL",98.14,20.2,7,1,6,0,1,0,2,0,Alcohol,437.38
trans-3-Methyl-2-pentene,84.16,0,6,0,6,0,0,1,1,0,Hydrocarbon,340.82
cis-3-Hexene,84.16,0,6,0,6,0,0,0,1,0,Hydrocarbon,339.55
"cis-3,4-Dimethyl-2-pentene",98.19,0,7,0,7,0,0,2,1,0,Hydrocarbon,365.15
"cis,trans-Hexa-2,4-diene",82.14,0,6,0,6,0,0,0,2,0,Hydrocarbon,356.15
2-Buten-1-ol,72.11,20.2,5,1,4,0,1,0,1,0,Alcohol,396.15
"cis-2-Butene-1,4-Diol",88.11,40.5,6,2,4,0,2,1,1,0,Alcohol,508.15
Nerol,154.25,20.2,11,1,10,0,1,2,2,0,Alcohol,502.15
cis-2-Hexene,84.16,0,6,0,6,0,0,0,1,0,Hydrocarbon,342.05
cis-2-Heptene,98.19,0,7,0,7,0,0,0,1,0,Hydrocarbon,370.15
cis-3-Methyl-2-pentene,84.16,0,6,0,6,0,0,1,1,0,Hydrocarbon,343.55
"(3S)-3,5-dimethylhex-1-yn-3-ol",126.2,20.2,9,1,8,0,1,3,0,1,Alcohol,421.15
(3R)-3-methylhex-1-yn-3-ol,112.17,20.2,8,1,7,0,1,2,0,1,Alcohol,410.15
"(2Z,6E)-Farnesol",222.37,20.2,16,1,15,0,1,3,3,0,Alcohol,647.1
2-(2-Octoxyethoxy)ethanol,218.33,38.7,15,3,12,0,3,0,0,0,Alcohol,611.18
2-[2-(2-Octoxyethoxy)ethoxy]ethanol,262.39,47.9,18,4,14,0,4,0,0,0,Alcohol,679.36
(S)-(+)-2-Octanol,130.229,20.2,9,1,8,0,1,1,0,0,Alcohol,449.65
(S)-(+)-2-Heptanol,116.2,20.2,8,1,7,0,1,1,0,0,Alcohol,431.4
(S)-1-Octen-3-ol,128.21,20.2,9,1,8,0,1,1,1,0,Alcohol,447.15
1-Heneicosene,294.6,0,21,0,21,0,0,0,1,0,Hydrocarbon,676.76
Undec-1-en-3-ol,170.29,20.2,12,1,11,0,1,1,1,0,Alcohol,539.7
"6,10-Dimethylundecan-2-ol",200.36,20.2,14,1,13,0,1,3,0,0,Alcohol,587.9
"4,6,6-Trimethylheptan-2-ol",158.28,20.2,11,1,10,0,1,4,0,0,Alcohol,516.47
"3-Methylpentane-2,3-diol",118.17,40.5,8,2,6,0,2,3,0,0,Alcohol,517.57
4-Methyl-2-propylhexan-1-ol,158.28,20.2,11,1,10,0,1,2,0,0,Alcohol,481.65
"3,7,11,15-Tetramethylhexadecan-3-ol",298.5,20.2,21,1,20,0,1,5,0,0,Alcohol,744.83
"5,6-Dimethylheptane-1,6-diamine",158.28,52,11,2,9,2,0,3,0,0,Amine,505.15
"(Z)-3,4-Dimethylhex-3-ene",112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon,395.15
"(E)-3,4-Dimethylhex-3-ene",112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon,392.4
(3-Methylpentyl)amine,101.19,26,7,1,6,1,0,1,0,0,Amine,395.15
(2S)-2-butoxybutan-1-ol,146.23,29.5,10,2,8,0,2,1,0,0,Alcohol,496.8
Allyl pentaerythritol,176.21,69.9,12,4,8,0,4,2,1,0,Alcohol,675.05
"3-Ethyl-2,2-dimethyl-3-pentanol",144.25,20.2,10,1,9,0,1,4,0,0,Alcohol,447.15
"2,4-Octanediol",146.23,40.5,10,2,8,0,2,2,0,0,Alcohol,566.12
"2,3,4,5-Tetramethylheptane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon,452.15
2-Methyl-3-hexyn-2-ol,112.17,20.2,8,1,7,0,1,2,0,1,Alcohol,419.15
"1,20-Eicosanediol",314.5,40.5,22,2,20,0,2,1,0,0,Alcohol,841.56
3-Methyl-4-octanol,144.25,20.2,10,1,9,0,1,2,0,0,Alcohol,453.15
"3,3-Dimethylpentan-1-ol",116.2,20.2,8,1,7,0,1,2,0,0,Alcohol,440.15
"3-Ethyl-2,4,5-trimethylhexane",156.31,0,11,0,11,0,0,4,0,0,Hydrocarbon,450.15
Methylnonylamine,157.3,12,11,1,10,1,0,0,0,0,Amine,480.15
3-Methylnonan-2-ol,158.28,20.2,11,1,10,0,1,2,0,0,Alcohol,519.7
"3-Tert-butoxy-1,2-propanediol",148.2,49.7,10,3,7,0,3,3,0,0,Alcohol,562.87
Dihydrofarnesol,224.38,20.2,16,1,15,0,1,3,2,0,Alcohol,642.62
Phytol,296.5,20.2,21,1,20,0,1,4,1,0,Alcohol,752.1
cis-3-Hexen-1-ol,100.16,20.2,7,1,6,0,1,0,1,0,Alcohol,430.15
alpha-Farnesene,204.35,0,15,0,15,0,0,3,4,0,Hydrocarbon,398.15
beta-Farnesene,204.35,0,15,0,15,0,0,3,4,0,Hydrocarbon,544.12
beta-Ocimene,136.23,0,10,0,10,0,0,2,3,0,Hydrocarbon,346.15
trans-3-Hexen-1-ol,100.16,20.2,7,1,6,0,1,0,1,0,Alcohol,426.15
Nerolidol,222.37,20.2,16,1,15,0,1,4,3,0,Alcohol,395.15
cis-2-Butene,56.11,0,4,0,4,0,0,0,1,0,Hydrocarbon,276.87
"(4R)-2-Methylpentane-2,4-diol",118.17,40.5,8,2,6,0,2,3,0,0,Alcohol,470.15
3-Hepten-1-ol,114.19,20.2,8,1,7,0,1,0,1,0,Alcohol,442.65
"3,7-Dimethylocta-1,3,7-triene",136.23,0,10,0,10,0,0,2,3,0,Hydrocarbon,354.15
(Z)-beta-Ocimene,136.23,0,10,0,10,0,0,2,3,0,Hydrocarbon,433.16
"(2Z,4Z)-2,4-Hexadiene",82.14,0,6,0,6,0,0,0,2,0,Hydrocarbon,355.55
"cis-4,4-Dimethyl-2-pentene",98.19,0,7,0,7,0,0,2,1,0,Hydrocarbon,349.89151
cis-4-Methyl-2-pentene,84.16,0,6,0,6,0,0,1,1,0,Hydrocarbon,329.55
cis-2-PENTENE,70.13,0,5,0,5,0,0,0,1,0,Hydrocarbon,310.05
trans-2-Pentene,70.13,0,5,0,5,0,0,0,1,0,Hydrocarbon,309.45
(2E)-2-Pentadecene,210.4,0,15,0,15,0,0,0,1,0,Hydrocarbon,546.96
"(E,E,Z)-Undeca-1,3,5,8-tetraene",148.24,0,11,0,11,0,0,0,4,0,Hydrocarbon,460.44
(E)-3-Methyl-3-hexene,98.19,0,7,0,7,0,0,1,1,0,Hydrocarbon,367.15
"2,6-Dimethyl-3,7-octadiene-2,6-diol",170.25,40.5,12,2,10,0,2,4,2,0,Alcohol,607.14
"cis-2,6-Dimethyl-2,6-octadiene",138.25,0,10,0,10,0,0,2,2,0,Hydrocarbon,441.15
(E)-3-Decenol,156.26,20.2,11,1,10,0,1,0,1,0,Alcohol,524.74
(E)-2-Methyl-3-hexene,98.19,0,7,0,7,0,0,1,1,0,Hydrocarbon,361.15
4-Methyl-2-heptene,112.21,0,8,0,8,0,0,1,1,0,Hydrocarbon,387.15
"trans-2,2-Dimethyl-3-heptene",126.24,0,9,0,9,0,0,2,1,0,Hydrocarbon,406.45
3-Methyl-2-hexene,98.19,0,7,0,7,0,0,1,1,0,Hydrocarbon,367.65
"3,4-Dimethyl-2-hexene",112.21,0,8,0,8,0,0,2,1,0,Hydrocarbon,389.15
"(Z,Z)-Heptadeca-1,8,11-triene",234.4,0,17,0,17,0,0,0,3,0,Hydrocarbon,593.56
3-Tetradecene,196.37,0,14,0,14,0,0,0,1,0,Hydrocarbon,524.08
(E)-2-Dodecene,168.32,0,12,0,12,0,0,0,1,0,Hydrocarbon,478.32
7-Pentadecene,210.4,0,15,0,15,0,0,0,1,0,Hydrocarbon,546.96
trans-6-Tetradecene,196.37,0,14,0,14,0,0,0,1,0,Hydrocarbon,524.08
Peruviol,222.37,20.2,16,1,15,0,1,4,3,0,Alcohol,395.15
Oleylamine,267.5,26,19,1,18,1,0,0,1,0,Amine,612.15
